accessionYear,artistGender,artistNationality,culture,department,isHighlight,isTimelineWork,objectEndDate,objectID,objectName
1920,"",British,"",Drawings and Prints,false,false,1754,390566,Drawing Ornament and Architecture
1960,"","","",Drawings and Prints,false,false,1960,390570,Drawing
2010,"",French,"",Drawings and Prints,false,false,1647,387073,Drawing
1967,"",Czech,"",Drawings and Prints,false,false,1940,387122,Drawing
1967,"",Czech,"",Drawings and Prints,false,false,1940,387125,Drawing
1969,"",American,"",Drawings and Prints,false,false,1969,387182,Book
1923,"",Austro-Hungarian,"",Drawings and Prints,false,false,1919,387188,Print
1967,"",Chinese,"",Drawings and Prints,false,false,1900,387231,Drawing
1917,"",Swiss,"",Drawings and Prints,false,false,1897,390863,Print
1959,"",French,"",Drawings and Prints,false,false,1571,390939,Print
1919,"",German,"",Drawings and Prints,false,false,1503,390975,Print
1954,"",American,"",Drawings and Prints,false,false,1837,390050,Print
2009,"","","",Drawings and Prints,false,false,2009,390091,Print
1951,"",Flemish,"",Drawings and Prints,false,false,1630,387846,Print
1962,"",Flemish,"",Drawings and Prints,false,false,1675,387857,Print
1919,"",German,"",Drawings and Prints,false,false,1515,391237,Print
1933,"","British, Scottish","",Drawings and Prints,false,false,1805,391422,Print
1917,"","British, Scottish","",Drawings and Prints,false,false,1799,391465,Print
1951,"",Italian,"",Drawings and Prints,false,false,1600,389794,Print
1953,"",French,"",Drawings and Prints,false,false,1799,389820,Print
1967,"","French, born Russia","",Drawings and Prints,false,false,1928,391934,Drawing
1970,"",Dutch,"",Drawings and Prints,false,false,1700,392078,Print
1960,"",Dutch,"",Drawings and Prints,false,false,1652,392081,Print
1917,"",German,"",Drawings and Prints,false,false,1503,391132,Print
1953,"",French,"",Drawings and Prints,false,false,1647,391203,Print
1942,"",British,"",Drawings and Prints,false,false,1797,393155,Print
1942,"",British,"",Drawings and Prints,false,false,1797,393160,Print
1962,"",Italian,"",Drawings and Prints,false,false,1575,393191,Print
1953,"",French,"",Drawings and Prints,false,false,1666,393258,Print
1954,"",French,"",Drawings and Prints,false,false,1849,393289,Print
2009,"",French,"",Drawings and Prints,false,false,1550,393364,Drawings Ornament & Architecture
1920,"",British,"",Drawings and Prints,false,false,1754,390676,Drawing Ornament and Architecture
1924,"",French,"",Drawings and Prints,false,false,1653,390711,Print
1959,"",British,"",Drawings and Prints,false,false,1806,392722,Print
1953,"",French,"",Drawings and Prints,false,false,1680,392724,Print
1959,"",British,"",Drawings and Prints,false,false,1808,392746,Print
1959,"",British,"",Drawings and Prints,false,false,1803,392824,Print
1959,"",British,"",Drawings and Prints,false,false,1785,392846,Print
1951,"",American,"",Drawings and Prints,false,false,1863,392877,Print
1959,"",British,"",Drawings and Prints,false,false,1808,392949,Print
1941,"",French,"",Drawings and Prints,false,false,1688,392969,Print
1942,"",British,"",Drawings and Prints,false,false,1942,392533,Print
1942,"",British,"",Drawings and Prints,false,false,1942,392537,Print
1932,"",British,"",Drawings and Prints,false,false,1726,392593,Print
1962,"",Italian,"",Drawings and Prints,false,false,1536,392654,Print
1985,"",Dutch,"",Drawings and Prints,false,false,1640,394096,Print
1962,"",French,"",Drawings and Prints,false,false,1830,394152,Print
1953,"",French,"",Drawings and Prints,false,false,1747,394226,Print
1953,"",French,"",Drawings and Prints,false,false,1786,394276,Print
1962,"",Italian,"",Drawings and Prints,false,false,1795,392188,Print
2010,Female,American,"",Drawings and Prints,false,false,1912,393641,Drawing
2010,Female,American,"",Drawings and Prints,false,false,1909,393645,Drawing
2002,"",American,"",Drawings and Prints,false,false,1837,393923,Print
2002,"",American,"",Drawings and Prints,false,false,1837,393928,Print
1917,"",Italian,"",Drawings and Prints,false,false,1660,393498,Print
2011,"",British,"",Drawings and Prints,false,false,1771,395525,Print
1963,"",British,"",Drawings and Prints,false,false,1850,395546,Print
1926,"",German,"",Drawings and Prints,false,false,1791,391610,Print
1941,"",Dutch,"",Drawings and Prints,false,false,1640,391623,Print
1961,"",French,"",Drawings and Prints,false,false,1890,391699,Print
1972,"",American,"",Drawings and Prints,false,false,1969,394976,Print
1969,"",American,"",Drawings and Prints,false,false,1940,395084,Book
1942,"",British,"",Drawings and Prints,false,false,1788,393100,Print
1930,"",American,"",Drawings and Prints,false,false,1900,394440,Print
1971,"",British,"",Drawings and Prints,false,false,1969,394572,Print
2010,"",Hungarian,"",Drawings and Prints,false,false,1897,394683,Drawing
1883,"",French,"",Drawings and Prints,false,false,1827,394906,Print
2010,"",Flemish,"",Drawings and Prints,false,false,1724,394917,Drawing
1924,"",American,"",Drawings and Prints,false,false,1787,394360,Print
1924,"",American,"",Drawings and Prints,false,false,1787,394410,Print
1930,"",American,"",Drawings and Prints,false,false,1835,394418,Print
1925,"",French,"",Drawings and Prints,false,false,1600,396397,Print
1927,"",Italian,"",Drawings and Prints,false,false,1545,396464,Print
1964,"",French,"",Drawings and Prints,false,false,1922,396501,Print
1953,"",French,"",Drawings and Prints,false,false,1868,396646,Print
1958,"",American,"",Drawings and Prints,false,false,1916,395904,Print
1995,"",American,"",Drawings and Prints,false,false,1930,396065,Print
1949,"",Italian,"",Drawings and Prints,false,false,1560,396164,Print
1949,"",Italian,"",Drawings and Prints,false,false,1560,396173,Print
1951,"",Dutch,"",Drawings and Prints,false,false,1685,396242,Print
1932,"",British,"",Drawings and Prints,false,false,1724,396285,Print
1951,"",French,"",Drawings and Prints,false,false,1700,398273,Print
2011,"",Dutch,"",Drawings and Prints,false,false,1673,395779,Drawing
1923,"",French,"",Drawings and Prints,false,false,1816,395830,Print
1960,"",American,"",Drawings and Prints,false,false,1920,395849,Book
1922,"",French,"",Drawings and Prints,false,false,1902,395859,Print
1952,"",American,"",Drawings and Prints,false,false,1889,397423,Print
2012,"",French,"",Drawings and Prints,false,false,1765,397455,Print
2012,"",Netherlandish,"",Drawings and Prints,false,false,1620,397475,Print
1984,"",German,"",Drawings and Prints,false,false,1926,397582,Print
1943,"",American,"",Drawings and Prints,false,false,1943,397101,Print
1943,"",American,"",Drawings and Prints,false,false,1943,399069,Print
2012,"",Italian,"",Drawings and Prints,false,false,1480,399137,Drawing
1943,"",American,"",Drawings and Prints,false,false,1943,398054,Print
1923,"",American,"",Drawings and Prints,false,false,1919,398098,Drawing
1951,"",Netherlandish,"",Drawings and Prints,false,false,1596,398207,Print
1943,"",American,"",Drawings and Prints,false,false,1943,398318,Print
1964,"",French,"",Drawings and Prints,false,false,1794,398382,Print
1923,"",German,"",Drawings and Prints,false,false,1923,398496,Print
1957,"",French,"",Drawings and Prints,false,false,1622,398577,Print
1981,"",French,"",Drawings and Prints,false,false,1841,398625,Print
1963,"",American,"",Drawings and Prints,false,false,1887,400062,Baseball card
1963,"",American,"",Drawings and Prints,false,false,1887,400064,Baseball card
1931,"",Swiss,"",Drawings and Prints,false,false,1768,400095,Print
1953,"",Italian,"",Drawings and Prints,false,false,1585,396766,Print
1928,"",French,"",Drawings and Prints,false,false,1872,396829,Print
2012,"",Netherlandish,"",Drawings and Prints,false,false,1750,398703,Print
2012,"",British,"",Drawings and Prints,false,false,1880,398732,Print
1951,"",French,"",Drawings and Prints,false,false,1900,398871,Print
2012,"",Dutch,"",Drawings and Prints,false,false,1672,398961,Print
1943,"","American, born Greece","",Drawings and Prints,false,false,1943,399000,Print
2012,"",German,"",Drawings and Prints,false,false,1544,399013,Print
2012,"",Italian,"",Drawings and Prints,false,false,1628,397702,Print
1922,"",Italian,"",Drawings and Prints,false,false,1780,399499,Print
1932,"",British,"",Drawings and Prints,false,false,1736,399568,Print
1932,"",British,"",Drawings and Prints,false,false,1736,399574,Print
1951,"","American, born Poland","",Drawings and Prints,false,false,1920,399674,Print
1922,"",Italian,"",Drawings and Prints,false,false,1800,399725,Print
1984,"",British or American,"",Drawings and Prints,false,false,1876,399940,"Box, card"
1962,"",French,"",Drawings and Prints,false,false,1900,399437,Book
1963,"","","",Drawings and Prints,false,false,1911,401725,Baseball card
1963,"","","",Drawings and Prints,false,false,1887,400151,"Baseball card, photograph"
2012,"",Italian,"",Drawings and Prints,false,false,1665,400178,Print
1963,"","","",Drawings and Prints,false,false,1887,400188,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1888,400223,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1888,400232,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1889,400330,"Baseball card, photograph"
1935,"",Italian,"",Drawings and Prints,false,false,1620,402163,Print
1935,"",Italian,"",Drawings and Prints,false,false,1620,402307,Print
1963,"","","",Drawings and Prints,false,false,1887,401309,"Baseball card, photograph"
1962,"",Netherlandish,"",Drawings and Prints,false,false,1614,401552,Print
1932,"",British,"",Drawings and Prints,false,false,1735,401573,Print
1951,"",Italian,"",Drawings and Prints,false,false,1609,401591,Print
1963,"","","",Drawings and Prints,false,false,1911,401667,Baseball card
1941,"","","",Drawings and Prints,false,false,1580,403000,Print
1963,"","","",Drawings and Prints,false,false,1889,403056,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1888,403058,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1888,400864,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1888,400888,"Baseball card, photograph"
1951,"",Italian,"",Drawings and Prints,false,false,1606,400895,Print
1951,"",Italian,"",Drawings and Prints,false,false,1606,400956,Print
1951,"",Italian,"",Drawings and Prints,false,false,1606,400984,Print
1951,"",Italian,"",Drawings and Prints,false,false,1606,400994,Print
1951,"",Italian,"",Drawings and Prints,false,false,1606,401000,Print
1951,"",Italian,"",Drawings and Prints,false,false,1606,401007,Print
1951,"",Italian,"",Drawings and Prints,false,false,1606,401029,Print
1951,"",Italian,"",Drawings and Prints,false,false,1606,401177,Print
1963,"","","",Drawings and Prints,false,false,1888,400411,Print
1947,"",Italian,"",Drawings and Prints,false,false,1656,400448,Print
1951,"","British, Scottish","",Drawings and Prints,false,false,1792,400491,Print
1963,"","","",Drawings and Prints,false,false,1889,400652,Print
1942,"",Flemish,"",Drawings and Prints,false,false,1748,400772,Print
1963,"","","",Drawings and Prints,false,false,1887,400780,Print
1963,"","","",Drawings and Prints,false,false,1887,402642,"Baseball card, photograph"
1935,"",Italian,"",Drawings and Prints,false,false,1620,402033,Print
1963,"","","",Drawings and Prints,false,false,1887,402046,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1888,402086,"Baseball card, photograph"
1935,"",Italian,"",Drawings and Prints,false,false,1620,402106,Print
1951,"",American,"",Drawings and Prints,false,false,1859,403816,Drawing
1963,"","","",Drawings and Prints,false,false,1889,403956,"Baseball card, photograph"
1941,"",Italian,"",Drawings and Prints,false,false,1757,404079,Print
1963,"","","",Drawings and Prints,false,false,1889,403356,"Baseball card, photograph"
1941,"","","",Drawings and Prints,false,false,1585,403403,Print
1963,"","","",Drawings and Prints,false,false,1889,404407,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1889,404516,"Baseball card, photograph"
1941,"",Italian,"",Drawings and Prints,false,false,1757,404542,Print
1981,"",German,"",Drawings and Prints,false,false,1602,405934,Print
1963,"","","",Drawings and Prints,false,false,1888,403560,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1889,403655,"Baseball card, photograph"
1949,"",French,"",Drawings and Prints,false,false,1852,405301,Print
"","",American,"",Drawings and Prints,false,false,1999,370828,Cut paper
1963,"","","",Drawings and Prints,false,false,1889,404589,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1888,402771,"Baseball card, photograph"
1963,"","","",Drawings and Prints,false,false,1888,402773,"Baseball card, photograph"
1941,"",Italian,"",Drawings and Prints,false,false,1582,402881,Print
1941,"",Italian,"",Drawings and Prints,false,false,1780,406156,Print
1941,"",Italian,"",Drawings and Prints,false,false,1780,406206,Print
1963,"","","",Drawings and Prints,false,false,1890,405674,Photograph
1941,"",Italian,"",Drawings and Prints,false,false,1762,405768,Print
1963,"","","",Drawings and Prints,false,false,1888,405815,Photograph
1924,"",American,"",Drawings and Prints,false,false,1902,407541,Drawing
1941,"",Italian,"",Drawings and Prints,false,false,1761,405117,Albums Print Ornament & Architecture
1963,"",American,"",Drawings and Prints,false,false,1887,406875,Print
1942,"",German,"",Drawings and Prints,false,false,1725,406887,Collection Ornament & Architecture
1941,"",Italian,"",Drawings and Prints,false,false,1790,406937,Print
1963,"",American,"",Drawings and Prints,false,false,1889,407101,Print
2012,"",French,"",Drawings and Prints,false,false,1776,408990,Drawing
1949,"",German,"",Drawings and Prints,false,false,1730,406514,Collection Ornament & Architecture
1950,"",German,"",Drawings and Prints,false,false,1620,406527,Collection Ornament & Architecture
1963,"",American,"",Drawings and Prints,false,false,1889,406724,Print
1941,"",Italian,"",Drawings and Prints,false,false,1825,406837,Print
1924,"","American, born England","",Drawings and Prints,false,false,1901,407209,Print ; facsimile
1941,"",Italian,"",Drawings and Prints,false,false,1769,407299,Print
1933,"",British,"",Drawings and Prints,false,false,1788,407322,Print
1963,"",American,"",Drawings and Prints,false,false,1890,407343,Print
1980,"",French,"",Drawings and Prints,false,false,1837,409823,Print
1941,"",Italian,"",Drawings and Prints,false,false,1762,406033,Print
1963,"",American,"",Drawings and Prints,false,false,1891,407809,Print
1959,"",British,"",Drawings and Prints,false,false,1800,407850,Print
1963,"",American,"",Drawings and Prints,false,false,1891,407906,Print
1963,"",American,"",Drawings and Prints,false,false,1889,407936,Print
1953,"",British,"",Drawings and Prints,false,false,1780,408063,Print
1941,"",Italian,"",Drawings and Prints,false,false,1804,408065,Print
1963,"",American,"",Drawings and Prints,false,false,1890,409168,Print
1922,"",French,"",Drawings and Prints,false,false,1862,409262,Print
1946,"",Italian,"",Drawings and Prints,false,false,1628,410953,Collection Ornament & Architecture
1920,"",French,"",Drawings and Prints,false,false,1842,410968,Print
1920,"",French,"",Drawings and Prints,false,false,1843,411022,Print
1920,"",French,"",Drawings and Prints,false,false,1843,411034,Print
2012,"",Italian,"",Drawings and Prints,false,false,1660,411176,Print
1961,"",French,"",Drawings and Prints,false,false,1853,411217,Print
1961,"",French,"",Drawings and Prints,false,false,1852,411295,Print
1963,"",American,"",Drawings and Prints,false,false,1891,411431,Photograph
2012,"",French,"",Drawings and Prints,false,false,1632,410291,Print
2012,"",French,"",Drawings and Prints,false,false,1632,410297,Print
2012,"",Italian,"",Drawings and Prints,false,false,1657,412503,Print
2012,"",Italian,"",Drawings and Prints,false,false,1637,412692,Print Ornament & Architecture
1963,"",American,"",Drawings and Prints,false,false,1888,409981,Print
1963,"",American,"",Drawings and Prints,false,false,1888,410045,Print
1963,"",French,"",Drawings and Prints,false,false,1882,410110,Print
1949,"",Italian,"",Drawings and Prints,false,false,1630,411976,Collection Ornament & Architecture
1941,"",American,"",Drawings and Prints,false,false,1861,408731,Drawing
1981,"",French,"",Drawings and Prints,false,false,1842,408762,Print
1967,"",British,"",Drawings and Prints,false,false,1917,408824,Print
1980,"",French,"",Drawings and Prints,false,false,1843,408859,Print
1982,"",French,"",Drawings and Prints,false,false,1833,410513,Poster
1963,"","","",Drawings and Prints,false,false,1911,412929,Baseball card
1963,"","","",Drawings and Prints,false,false,1911,413058,Baseball card
1963,"",American,"",Drawings and Prints,false,false,1886,408426,Print
1961,"",French,"",Drawings and Prints,false,false,1852,412152,Print
1948,"",American,"",Drawings and Prints,false,false,1950,412153,Book
1961,"",French,"",Drawings and Prints,false,false,1853,412193,Print
2012,"",Italian,"",Drawings and Prints,false,false,1650,412250,Print
1953,"",French,"",Drawings and Prints,false,false,1774,413627,Print
1963,"",American,"",Drawings and Prints,false,false,1891,414967,Photograph
1963,"",American,"",Drawings and Prints,false,false,1891,415055,Photograph
1963,"",American,"",Drawings and Prints,false,false,1891,415095,Photograph
1963,"",American,"",Drawings and Prints,false,false,1891,415135,Photograph
1963,"",American,"",Drawings and Prints,false,false,1891,411623,Photograph
1917,"",French,"",Drawings and Prints,false,false,1881,414229,Print
1963,"",American,"",Drawings and Prints,false,false,1888,414384,Print
2012,"",French,"",Drawings and Prints,false,false,1780,415341,Print
1948,"",American,"",Drawings and Prints,false,false,1862,412753,Print
1963,"",American,"",Drawings and Prints,false,false,1891,414595,Photograph
1963,"",American,"",Drawings and Prints,false,false,1891,414828,Photograph
1963,"",American,"",Drawings and Prints,false,false,1891,414925,Photograph
1949,"",French,"",Drawings and Prints,false,false,1843,415255,Print
1963,"",American,"",Drawings and Prints,false,false,1891,416544,Photograph
1957,"",French,"",Drawings and Prints,false,false,1616,416856,Print
1940,"",French,"",Drawings and Prints,false,false,1617,416885,Print
1940,"",French,"",Drawings and Prints,false,false,1617,416902,Print
2012,Female,American,"",Drawings and Prints,false,false,2011,412307,Print
1951,Female,French,"",Drawings and Prints,false,false,1871,415920,Print
1951,"",American,"",Drawings and Prints,false,false,1871,415926,Print
1963,"",American,"",Drawings and Prints,false,false,1891,415995,Photograph
2012,"",Italian,"",Drawings and Prints,false,false,1730,416107,Print
1963,"","","",Drawings and Prints,false,false,1911,413276,Baseball card
2012,"",Italian,"",Drawings and Prints,false,false,1657,413327,Print
1942,"","","",Drawings and Prints,false,false,1846,413382,Print
1963,"","","",Drawings and Prints,false,false,1911,413412,Baseball card
1963,"","","",Drawings and Prints,false,false,1911,413442,Baseball card
1953,"",French,"",Drawings and Prints,false,false,1800,413450,Collection Ornament & Architecture
1963,"","","",Drawings and Prints,false,false,1911,413538,Baseball card
1963,"",American,"",Drawings and Prints,false,false,1891,417292,Photograph
1962,"",German,"",Drawings and Prints,false,false,1531,416474,Print
1963,"","","",Drawings and Prints,false,false,1921,418013,Baseball card
1963,"","","",Drawings and Prints,false,false,1921,418047,Baseball card
1957,"",British,"",Drawings and Prints,false,false,1775,418080,Drawing
1957,"",French,"",Drawings and Prints,false,false,1620,418132,Print
1963,"","","",Drawings and Prints,false,false,1916,418330,Baseball card
1964,"",Netherlandish,"",Drawings and Prints,false,false,1567,415711,Print
1963,"",American,"",Drawings and Prints,false,false,1891,417553,Photograph
1963,"",American,"",Drawings and Prints,false,false,1891,417619,Photograph
1963,"",American,"",Drawings and Prints,false,false,1891,417839,Photograph
1963,"",American,"",Drawings and Prints,false,false,1891,417319,Photograph
1917,"","","",Drawings and Prints,false,false,1700,417413,Print
1957,"",French,"",Drawings and Prints,false,false,1623,417420,Print
1957,"",French,"",Drawings and Prints,false,false,1631,419208,Print
1963,"",American,"",Drawings and Prints,false,false,1899,419211,Photograph
1963,"",American,"",Drawings and Prints,false,false,1899,419221,Photograph
1962,"","","",Drawings and Prints,false,false,1700,418755,Print
1957,"",French,"",Drawings and Prints,false,false,1620,418791,Print
1951,"","","",Drawings and Prints,false,false,1882,418803,Book
1917,"",French,"",Drawings and Prints,false,false,1628,419015,Print
1951,"",French,"",Drawings and Prints,false,false,1690,419037,Prints Collection Ornament & Architecture
1957,"",French,"",Drawings and Prints,false,false,1628,419047,Print
1963,"","","",Drawings and Prints,false,false,1910,419064,Print
1963,"",American,"",Drawings and Prints,false,false,1899,419094,Photograph
2012,"",French,"",Drawings and Prints,false,false,1700,419133,Prints Collection Ornament & Architecture
2013,"",British,"",Drawings and Prints,false,false,1864,420452,Drawing
1954,"","American, born England","",Drawings and Prints,false,false,1824,418429,Print
1963,"",American,"",Drawings and Prints,false,false,1891,418526,Photograph
1963,"",American,"",Drawings and Prints,false,false,1891,418649,Photograph
1963,"",American,"",Drawings and Prints,false,false,1889,420748,Print
1922,"",French,"",Drawings and Prints,false,false,1633,420815,Print
1957,"",French,"",Drawings and Prints,false,false,1635,420911,Print
1963,"",American,"",Drawings and Prints,false,false,1888,420021,Print
1917,"",French,"",Drawings and Prints,false,false,1636,420134,Print
1932,"",British,"",Drawings and Prints,false,false,1790,421471,Print
1963,"",American,"",Drawings and Prints,false,false,1887,421566,Print
1917,"",French,"",Drawings and Prints,false,false,1636,419805,Print
1917,"",French,"",Drawings and Prints,false,false,1636,419820,Print
1917,"",French,"",Drawings and Prints,false,false,1636,419851,Print
1963,"",American,"",Drawings and Prints,false,false,1898,419892,Photograph
1963,"",American,"",Drawings and Prints,false,false,1890,421834,Print
1924,"",American,"",Drawings and Prints,false,false,1834,421892,Print
1957,"",French,"",Drawings and Prints,false,false,1635,422033,Print
1957,"",French,"",Drawings and Prints,false,false,1620,421105,Print
1957,"",French,"",Drawings and Prints,false,false,1620,421141,Print
1938,"",American,"",Drawings and Prints,false,false,1863,421364,Print
1963,"",American,"",Drawings and Prints,false,false,1888,423319,Print
1963,"",American,"",Drawings and Prints,false,false,1895,420578,Print
1963,"",American,"",Drawings and Prints,false,false,1888,420695,Print
1963,"",American,"",Drawings and Prints,false,false,1887,422550,Photograph
1963,"",American,"",Drawings and Prints,false,false,1887,422569,Photograph
1963,"",American,"",Drawings and Prints,false,false,1886,422636,Print
1928,"",Netherlandish,"",Drawings and Prints,false,false,1553,422767,Print
1973,"",Netherlandish,"",Drawings and Prints,false,false,1565,422790,Print
1928,"",Netherlandish,"",Drawings and Prints,false,false,1565,422801,Print
1953,"",French,"",Drawings and Prints,false,false,1617,421640,Print
1963,"",American,"",Drawings and Prints,false,false,1890,421772,Print
1963,"",American,"",Drawings and Prints,false,false,1888,423637,Print
1975,"",French,"",Drawings and Prints,false,false,1795,423678,Print
1958,"",Russian,"",Drawings and Prints,false,false,1855,423750,Print
1963,"",American,"",Drawings and Prints,false,false,1888,423764,Print
1963,"",American,"",Drawings and Prints,false,false,1888,423847,Print
1963,"",American,"",Drawings and Prints,false,false,1890,422190,Print
1957,"",French,"",Drawings and Prints,false,false,1628,422240,Print
1937,"",Dutch,"",Drawings and Prints,false,false,1630,422367,Print Collection Ornament & Architecture
2013,"",British,"",Drawings and Prints,false,false,1864,424438,Drawing
1963,"",American,"",Drawings and Prints,false,false,1889,424509,Print
1970,"","American, born England","",Drawings and Prints,false,false,1969,422068,Print
1963,"",American,"",Drawings and Prints,false,false,1888,422086,Print
1944,"",French,"",Drawings and Prints,false,false,1631,422152,Print
1924,Female,French,"",Drawings and Prints,false,false,1760,424120,Print
1963,"",American,"",Drawings and Prints,false,false,1889,424243,Print
1930,"",French,"",Drawings and Prints,false,false,1779,424392,Print
1955,"",French,"",Drawings and Prints,false,false,1788,425403,Print
1957,"",French,"",Drawings and Prints,false,false,1638,420925,Print
1949,"",Netherlandish,"",Drawings and Prints,false,false,1577,420947,Print
1947,"",Netherlandish,"",Drawings and Prints,false,false,1571,420949,Print
1963,"",American,"",Drawings and Prints,false,false,1900,422878,Print
1963,"",American,"",Drawings and Prints,false,false,1900,422885,Print
1963,"",American,"",Drawings and Prints,false,false,1889,422943,Print
1963,"",American,"",Drawings and Prints,false,false,1889,423122,Print
1921,"",British,"",Drawings and Prints,false,false,1822,426353,Print
1963,"",American,"",Drawings and Prints,false,false,1888,423531,Print
1924,"",French,"",Drawings and Prints,false,false,1782,424936,Print
1963,"",American,"",Drawings and Prints,false,false,1889,425113,Print
1963,"",American,"",Drawings and Prints,false,false,1889,425164,Print
1963,"",American,"",Drawings and Prints,false,false,1888,425227,Print
1963,"",American,"",Drawings and Prints,false,false,1888,425281,Print
1963,"",American,"",Drawings and Prints,false,false,1888,425287,Print
1977,"","American, born Germany","",Drawings and Prints,false,false,1966,426678,Print
1945,"",French,"",Drawings and Prints,false,false,1820,426794,Print
1963,"",American,"",Drawings and Prints,false,false,1890,424619,Print
1963,"",American,"",Drawings and Prints,false,false,1890,424642,Print
1963,"",American,"",Drawings and Prints,false,false,1890,424654,Print
1963,"",American,"",Drawings and Prints,false,false,1888,424709,Print
1963,"",American,"",Drawings and Prints,false,false,1888,424762,Print
1986,"",British,"",Drawings and Prints,false,false,1921,427137,Print
1963,"",American,"",Drawings and Prints,false,false,1888,427213,Print
1964,"",French,"",Drawings and Prints,false,false,1929,423915,Drawing; Ornament & Architecture
1946,"",French,"",Drawings and Prints,false,false,1822,426063,Print
1946,"",French,"",Drawings and Prints,false,false,1822,426156,Print
1970,"","American, born Germany","",Drawings and Prints,false,false,1965,426190,Print
1946,"",French,"",Drawings and Prints,false,false,1822,426316,Print
1960,Female,Canadian,"",Drawings and Prints,false,false,1918,428127,Print
1924,"",French,"",Drawings and Prints,false,false,1770,425541,Print
1963,"",American,"",Drawings and Prints,false,false,1887,425627,Print
1926,"",American,"",Drawings and Prints,false,false,1926,427580,Print
1964,"",French,"",Drawings and Prints,false,false,1774,427673,Print
1945,"",French,"",Drawings and Prints,false,false,1822,426564,Print
1953,"",French,"",Drawings and Prints,false,false,1658,428499,Print
2014,"",German,"",Drawings and Prints,false,false,1852,428624,Print
1961,"",American,"",Drawings and Prints,false,false,1961,428642,Print
1953,"",French,"",Drawings and Prints,false,false,1678,428745,Print
1955,"",American,"",Drawings and Prints,false,false,1950,428799,Print
1963,"",American,"",Drawings and Prints,false,false,1892,427916,Print
1963,"",American,"",Drawings and Prints,false,false,1892,427924,Print
1963,"",American,"",Drawings and Prints,false,false,1888,427990,Print
1963,"",American,"",Drawings and Prints,false,false,1893,428113,Print
1954,"",American,"",Drawings and Prints,false,false,1954,429295,Print
1970,"",Dutch,"",Drawings and Prints,false,false,1675,429495,Print
1920,"",German,"",Drawings and Prints,false,false,1518,429643,Print
1967,"",Russian,"",Drawings and Prints,false,false,1825,426929,Print
1963,"",American,"",Drawings and Prints,false,false,1892,426990,Print
1928,"",German,"",Drawings and Prints,false,false,1538,430053,Print
1917,"",American,"",Drawings and Prints,false,false,1917,430536,Print
1965,"","American, born Cuba","",Drawings and Prints,false,false,1965,430571,Drawing
1949,"",German,"",Drawings and Prints,false,false,1531,430629,Print
1970,"",Dutch,"",Drawings and Prints,false,false,1675,428278,Print
1963,"",American,"",Drawings and Prints,false,false,1889,428298,Print
1917,"",German,"",Drawings and Prints,false,false,1550,428428,Print
1963,"",British,"",Drawings and Prints,false,false,1856,431152,Print
1986,"",German,"",Drawings and Prints,false,false,1800,431200,Print
1933,"",French,"",Drawings and Prints,false,false,1682,431208,Print collection ornament & architecture
1953,Female,British,"",Drawings and Prints,false,true,1784,431235,Print
1955,"",American,"",Drawings and Prints,false,false,1865,429788,Print
1956,"",American,"",Drawings and Prints,false,false,1946,429794,Print
1930,"",American,"",Drawings and Prints,false,false,1929,429796,Print
1955,"",American,"",Drawings and Prints,false,false,1955,431362,Print
1933,"",French,"",Drawings and Prints,false,false,1682,431414,Print collection ornament & architecture
1965,"","American, born Cuba","",Drawings and Prints,false,false,1956,431610,Drawing
1933,"",French,"",Drawings and Prints,false,false,1682,431669,Print collection ornament & architecture
2011,"",American,"",Drawings and Prints,false,false,1957,432216,Print
2011,"",American,"",Drawings and Prints,false,false,1957,432219,Print
1933,"",French,"",Drawings and Prints,false,false,1659,432242,Print collection ornament & architecture
1973,"",American,"",Drawings and Prints,false,false,1943,432408,Print
1962,"","American, born Germany","",Drawings and Prints,false,false,1958,432621,Print
1949,"",Netherlandish,"",Drawings and Prints,false,false,1608,433163,Print
1949,"",Netherlandish,"",Drawings and Prints,false,false,1608,433184,Print
1933,"",French,"",Drawings and Prints,false,false,1682,433300,Print collection ornament & architecture
1963,"","","",Drawings and Prints,false,false,1911,434506,"Baseball card, print"
1959,"",Netherlandish,"",Drawings and Prints,false,false,1589,434573,Print
1933,"",French,"",Drawings and Prints,false,false,1682,430906,Print collection ornament & architecture
1963,"","","",Drawings and Prints,false,false,1909,433380,"Baseball card, print"
1963,"","","",Drawings and Prints,false,false,1909,433396,"Baseball card, print"
1963,"","","",Drawings and Prints,false,false,1910,433528,"Baseball card, print"
1963,"","","",Drawings and Prints,false,false,1910,433533,"Baseball card, print"
1968,"","","",Drawings and Prints,false,false,1841,433565,Poster
1963,"","","",Drawings and Prints,false,false,1910,433601,"Baseball card, print"
1933,"",French,"",Drawings and Prints,false,false,1682,433657,Print collection ornament & architecture
